LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
190401,GREENE,CATSKILL CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,30,14.30%,65,31%,95,45.20%,MIDDLE/HIGH,SCHOOL DISTRICT,343 W MAIN ST,CATSKILL,NY,12414,"(42.22, -73.8695)"
190501,GREENE,COXSACKIE- ATHENS C S,NORTHEASTERN NEW YORK,2010-2012,93,17.60%,92,17.50%,185,35.10%,DISTRICT TOTAL,SCHOOL DISTRICT,24 SUNSET BLVD,COXSACKIE,NY,12051,"(42.3509, -73.8077)"
190501,GREENE,COXSACKIE- ATHENS C S,NORTHEASTERN NEW YORK,2010-2012,59,17.90%,66,20%,125,37.90%,ELEMENTARY,SCHOOL DISTRICT,24 SUNSET BLVD,COXSACKIE,NY,12051,"(42.3509, -73.8077)"
190501,GREENE,COXSACKIE- ATHENS C S,NORTHEASTERN NEW YORK,2010-2012,34,15%,56,24.70%,90,39.60%,MIDDLE/HIGH,SCHOOL DISTRICT,24 SUNSET BLVD,COXSACKIE,NY,12051,"(42.3509, -73.8077)"
190701,GREENE,GREENVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,56,13.80%,86,21.20%,142,35%,DISTRICT TOTAL,SCHOOL DISTRICT,4982 SR81,GREENVILLE,NY,12083,"(42.4151, -74.028)"
190701,GREENE,GREENVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,37,14.50%,45,17.60%,82,32.20%,ELEMENTARY,SCHOOL DISTRICT,4982 SR81,GREENVILLE,NY,12083,"(42.4151, -74.028)"
190701,GREENE,GREENVILLE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,19,12.60%,41,27.20%,60,39.70%,MIDDLE/HIGH,SCHOOL DISTRICT,4982 SR81,GREENVILLE,NY,12083,"(42.4151, -74.028)"
190901,GREENE,HUNTER TANNERSVL CENT SCH,NORTHEASTERN NEW YORK,2010-2012,8,11.30%,14,19.70%,22,31%,DISTRICT TOTAL,SCHOOL DISTRICT,6094 MAIN ST,TANNERSVILLE,NY,12485,"(42.1957, -74.1373)"
190901,GREENE,HUNTER TANNERSVL CENT SCH,NORTHEASTERN NEW YORK,2010-2012,6,17.60%,,,6,17.60%,ELEMENTARY,SCHOOL DISTRICT,6094 MAIN ST,TANNERSVILLE,NY,12485,"(42.1957, -74.1373)"
190901,GREENE,HUNTER TANNERSVL CENT SCH,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,6094 MAIN ST,TANNERSVILLE,NY,12485,"(42.1957, -74.1373)"
191401,GREENE,WINDHAM-ASHLAND CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,20,15.20%,11,8.30%,31,23.50%,DISTRICT TOTAL,SCHOOL DISTRICT,5411 STATE RT 23,WINDHAM,NY,12496,"(42.3073, -74.2548)"
191401,GREENE,WINDHAM-ASHLAND CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,12,15.60%,11,14.30%,23,29.90%,ELEMENTARY,SCHOOL DISTRICT,5411 STATE RT 23,WINDHAM,NY,12496,"(42.3073, -74.2548)"
191401,GREENE,WINDHAM-ASHLAND CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,8,14.50%,,,8,14.50%,MIDDLE/HIGH,SCHOOL DISTRICT,5411 STATE RT 23,WINDHAM,NY,12496,"(42.3073, -74.2548)"
200000,N/A,FINGER LAKES,FINGER LAKES,2010-2012,8777,16.30%,9666,18%,18443,34.30%,DISTRICT TOTAL,REGION,,,,,
200000,N/A,FINGER LAKES,FINGER LAKES,2010-2012,5059,16%,5374,17%,10433,33%,ELEMENTARY,REGION,,,,,
200000,N/A,FINGER LAKES,FINGER LAKES,2010-2012,3924,16.70%,4569,19.50%,8493,36.20%,MIDDLE/HIGH,REGION,,,,,
200101,HAMILTON,PISECO COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,1722 RT 8,PISECO,NY,12139,"(43.4137, -74.525)"
200101,HAMILTON,PISECO COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1722 RT 8,PISECO,NY,12139,"(43.4137, -74.525)"
200101,HAMILTON,PISECO COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1722 RT 8,PISECO,NY,12139,"(43.4137, -74.525)"
200401,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,7,12.70%,5,9.10%,12,21.80%,DISTRICT TOTAL,SCHOOL DISTRICT,28 W MAIN ST,INDIAN LAKE,NY,12842,"(43.7764, -74.277)"
200401,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,5,27.80%,5,27.80%,ELEMENTARY,SCHOOL DISTRICT,28 W MAIN ST,INDIAN LAKE,NY,12842,"(43.7764, -74.277)"
200401,HAMILTON,INDIAN LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,28 W MAIN ST,INDIAN LAKE,NY,12842,"(43.7764, -74.277)"
200501,HAMILTON,INLET COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,220 RT 28,INLET,NY,13360,"(43.7462, -74.781)"
200501,HAMILTON,INLET COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,220 RT 28,INLET,NY,13360,"(43.7462, -74.781)"
200501,HAMILTON,INLET COMMON SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,220 RT 28,INLET,NY,13360,"(43.7462, -74.781)"
200601,HAMILTON,LAKE PLEASANT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,210 ELM LAKE RD,SPECULATOR,NY,12164,"(43.5591, -74.357)"
200601,HAMILTON,LAKE PLEASANT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,210 ELM LAKE RD,SPECULATOR,NY,12164,"(43.5591, -74.357)"
200601,HAMILTON,LAKE PLEASANT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,210 ELM LAKE RD,SPECULATOR,NY,12164,"(43.5591, -74.357)"
200701,HAMILTON,LONG LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,20 SCHOOL LN,LONG LAKE,NY,12847,"(43.9721, -74.4214)"
200701,HAMILTON,LONG LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,20 SCHOOL LN,LONG LAKE,NY,12847,"(43.9721, -74.4214)"
200701,HAMILTON,LONG LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,20 SCHOOL LN,LONG LAKE,NY,12847,"(43.9721, -74.4214)"
200901,HAMILTON,WELLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,6,16.20%,6,16.20%,DISTRICT TOTAL,SCHOOL DISTRICT,1571 STATE RT 30,WELLS,NY,12190,"(43.4735, -74.2743)"
200901,HAMILTON,WELLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1571 STATE RT 30,WELLS,NY,12190,"(43.4735, -74.2743)"
200901,HAMILTON,WELLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1571 STATE RT 30,WELLS,NY,12190,"(43.4735, -74.2743)"
210302,HERKIMER,WEST CANADA VALLEY CENT SCH,CENTRAL NEW YORK,2010-2012,61,18.30%,56,16.80%,117,35.10%,DISTRICT TOTAL,SCHOOL DISTRICT,5447 STATE RT 28,NEWPORT,NY,13416,"(43.1636, -75.0016)"
210302,HERKIMER,WEST CANADA VALLEY CENT SCH,CENTRAL NEW YORK,2010-2012,35,18.40%,23,12.10%,58,30.50%,ELEMENTARY,SCHOOL DISTRICT,5447 STATE RT 28,NEWPORT,NY,13416,"(43.1636, -75.0016)"
210302,HERKIMER,WEST CANADA VALLEY CENT SCH,CENTRAL NEW YORK,2010-2012,26,18.60%,33,23.60%,59,42.10%,MIDDLE/HIGH,SCHOOL DISTRICT,5447 STATE RT 28,NEWPORT,NY,13416,"(43.1636, -75.0016)"
210402,HERKIMER,FRANKFORT SCHUYLER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,145,17.20%,63,7.50%,208,24.60%,DISTRICT TOTAL,SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,"(43.0312, -75.0727)"
210402,HERKIMER,FRANKFORT SCHUYLER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,16,18.20%,20,22.70%,36,40.90%,ELEMENTARY,SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,"(43.0312, -75.0727)"
210402,HERKIMER,FRANKFORT SCHUYLER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,23,14.20%,18,11.10%,41,25.30%,MIDDLE/HIGH,SCHOOL DISTRICT,605 PALMER ST,FRANKFORT,NY,13340,"(43.0312, -75.0727)"
210501,HERKIMER,ILION CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,120,19.70%,121,19.90%,241,39.60%,DISTRICT TOTAL,SCHOOL DISTRICT,1 GOLDEN BOMBER DR,ILION,NY,13357,"(42.9824, -75.0863)"
210501,HERKIMER,ILION CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,60,16.20%,82,22.10%,142,38.30%,ELEMENTARY,SCHOOL DISTRICT,1 GOLDEN BOMBER DR,ILION,NY,13357,"(42.9824, -75.0863)"
210501,HERKIMER,ILION CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,60,26.30%,39,17.10%,99,43.40%,MIDDLE/HIGH,SCHOOL DISTRICT,1 GOLDEN BOMBER DR,ILION,NY,13357,"(42.9824, -75.0863)"
210502,HERKIMER,MOHAWK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,70,21.40%,80,24.50%,150,45.90%,DISTRICT TOTAL,SCHOOL DISTRICT,28 GROVE ST,MOHAWK,NY,13407,"(43.0082, -75.0079)"
210502,HERKIMER,MOHAWK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,41,19.10%,49,22.80%,90,41.90%,ELEMENTARY,SCHOOL DISTRICT,28 GROVE ST,MOHAWK,NY,13407,"(43.0082, -75.0079)"
210502,HERKIMER,MOHAWK CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,29,25.90%,31,27.70%,60,53.60%,MIDDLE/HIGH,SCHOOL DISTRICT,28 GROVE ST,MOHAWK,NY,13407,"(43.0082, -75.0079)"
210601,HERKIMER,HERKIMER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,97,21.30%,91,20%,188,41.20%,DISTRICT TOTAL,SCHOOL DISTRICT,801 W GERMAN ST,HERKIMER,NY,13350,"(43.0238, -75.0015)"
210601,HERKIMER,HERKIMER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,47,16.30%,75,26%,122,42.20%,ELEMENTARY,SCHOOL DISTRICT,801 W GERMAN ST,HERKIMER,NY,13350,"(43.0238, -75.0015)"
210601,HERKIMER,HERKIMER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,51,31.90%,16,10%,67,41.90%,MIDDLE/HIGH,SCHOOL DISTRICT,801 W GERMAN ST,HERKIMER,NY,13350,"(43.0238, -75.0015)"
210800,HERKIMER,LITTLE FALLS CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,72,19%,92,24.30%,164,43.40%,DISTRICT TOTAL,SCHOOL DISTRICT,15 PETRIE ST,LITTLE FALLS,NY,13365,"(43.0444, -74.852)"
210800,HERKIMER,LITTLE FALLS CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,41,20.10%,41,20.10%,82,40.20%,ELEMENTARY,SCHOOL DISTRICT,15 PETRIE ST,LITTLE FALLS,NY,13365,"(43.0444, -74.852)"
210800,HERKIMER,LITTLE FALLS CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,31,17.80%,51,29.30%,82,47.10%,MIDDLE/HIGH,SCHOOL DISTRICT,15 PETRIE ST,LITTLE FALLS,NY,13365,"(43.0444, -74.852)"
211003,HERKIMER,DOLGEVILLE CTR,CENTRAL NEW YORK,2010-2012,46,14.80%,81,26%,127,40.80%,DISTRICT TOTAL,SCHOOL DISTRICT,38 SLAWSON ST,DOLGEVILLE,NY,13329,"(43.1024, -74.7768)"
211003,HERKIMER,DOLGEVILLE CTR,CENTRAL NEW YORK,2010-2012,23,13%,47,26.60%,70,39.50%,ELEMENTARY,SCHOOL DISTRICT,38 SLAWSON ST,DOLGEVILLE,NY,13329,"(43.1024, -74.7768)"
211003,HERKIMER,DOLGEVILLE CTR,CENTRAL NEW YORK,2010-2012,23,17.20%,34,25.40%,57,42.50%,MIDDLE/HIGH,SCHOOL DISTRICT,38 SLAWSON ST,DOLGEVILLE,NY,13329,"(43.1024, -74.7768)"
211103,HERKIMER,POLAND CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,15,17.40%,11,12.80%,26,30.20%,DISTRICT TOTAL,SCHOOL DISTRICT,74 COLD BROOK ST,POLAND,NY,13431,"(43.2279, -75.0593)"
211103,HERKIMER,POLAND CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,11,21.60%,6,11.80%,17,33.30%,ELEMENTARY,SCHOOL DISTRICT,74 COLD BROOK ST,POLAND,NY,13431,"(43.2279, -75.0593)"
211103,HERKIMER,POLAND CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,74 COLD BROOK ST,POLAND,NY,13431,"(43.2279, -75.0593)"
211701,HERKIMER,VAN HORNSVILLE-O D YOUNG CENTRAL SCH,CENTRAL NEW YORK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,2316 STATE RT 80,VAN HORNESVILLE,NY,13475,"(42.8872, -74.8338)"
211701,HERKIMER,VAN HORNSVILLE-O D YOUNG CENTRAL SCH,CENTRAL NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,2316 STATE RT 80,VAN HORNESVILLE,NY,13475,"(42.8872, -74.8338)"
211701,HERKIMER,VAN HORNSVILLE-O D YOUNG CENTRAL SCH,CENTRAL NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,2316 STATE RT 80,VAN HORNESVILLE,NY,13475,"(42.8872, -74.8338)"
211901,HERKIMER,TOWN OF WEBB UNION FREE SCHOOL,CENTRAL NEW YORK,2010-2012,22,20.40%,20,18.50%,42,38.90%,DISTRICT TOTAL,SCHOOL DISTRICT,3002 MAIN ST,OLD FORGE,NY,13420,"(43.7408, -74.8993)"
211901,HERKIMER,TOWN OF WEBB UNION FREE SCHOOL,CENTRAL NEW YORK,2010-2012,5,11.40%,10,22.70%,15,34.10%,ELEMENTARY,SCHOOL DISTRICT,3002 MAIN ST,OLD FORGE,NY,13420,"(43.7408, -74.8993)"
211901,HERKIMER,TOWN OF WEBB UNION FREE SCHOOL,CENTRAL NEW YORK,2010-2012,13,23.20%,6,10.70%,19,33.90%,MIDDLE/HIGH,SCHOOL DISTRICT,3002 MAIN ST,OLD FORGE,NY,13420,"(43.7408, -74.8993)"
212001,HERKIMER,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,35,14.50%,51,21.20%,86,35.70%,DISTRICT TOTAL,SCHOOL DISTRICT,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,"(42.8861, -75.1859)"
212001,HERKIMER,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,14,13%,27,25%,41,38%,ELEMENTARY,SCHOOL DISTRICT,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,"(42.8861, -75.1859)"
212001,HERKIMER,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2010-2012,20,19.60%,21,20.60%,41,40.20%,MIDDLE/HIGH,SCHOOL DISTRICT,500 FAIRGROUND RD,WEST WINFIELD,NY,13491,"(42.8861, -75.1859)"
220101,JEFFERSON,SOUTH JEFFERSON CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,90,19.40%,99,21.30%,189,40.70%,DISTRICT TOTAL,SCHOOL DISTRICT,13180 US RT 11,ADAMS CENTER,NY,13606,"(43.8591, -76.0066)"
220101,JEFFERSON,SOUTH JEFFERSON CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,41,19.20%,38,17.80%,79,37.10%,ELEMENTARY,SCHOOL DISTRICT,13180 US RT 11,ADAMS CENTER,NY,13606,"(43.8591, -76.0066)"
220101,JEFFERSON,SOUTH JEFFERSON CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,49,20.10%,60,24.60%,109,44.70%,MIDDLE/HIGH,SCHOOL DISTRICT,13180 US RT 11,ADAMS CENTER,NY,13606,"(43.8591, -76.0066)"
220202,JEFFERSON,ALEXANDRIA CENTRAL ELEM. & HIGH SCHO,CENTRAL NEW YORK,2010-2012,40,19.50%,47,22.90%,87,42.40%,DISTRICT TOTAL,SCHOOL DISTRICT,34 BOLTON AVE,ALEXANDRIA BAY,NY,13607,"(44.3354, -75.9119)"
220202,JEFFERSON,ALEXANDRIA CENTRAL ELEM. & HIGH SCHO,CENTRAL NEW YORK,2010-2012,30,25.90%,22,19%,52,44.80%,ELEMENTARY,SCHOOL DISTRICT,34 BOLTON AVE,ALEXANDRIA BAY,NY,13607,"(44.3354, -75.9119)"
220202,JEFFERSON,ALEXANDRIA CENTRAL ELEM. & HIGH SCHO,CENTRAL NEW YORK,2010-2012,10,11.20%,25,28.10%,35,39.30%,MIDDLE/HIGH,SCHOOL DISTRICT,34 BOLTON AVE,ALEXANDRIA BAY,NY,13607,"(44.3354, -75.9119)"
220301,JEFFERSON,INDIAN RIVER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,277,20.60%,184,13.70%,461,34.30%,DISTRICT TOTAL,SCHOOL DISTRICT,32735-B COUNTY RT 29,PHILADELPHIA,NY,13673,"(44.1403, -75.7101)"
220301,JEFFERSON,INDIAN RIVER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,167,19%,101,11.50%,268,30.50%,ELEMENTARY,SCHOOL DISTRICT,32735-B COUNTY RT 29,PHILADELPHIA,NY,13673,"(44.1403, -75.7101)"
220301,JEFFERSON,INDIAN RIVER CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,110,22.20%,120,24.20%,230,46.40%,MIDDLE/HIGH,SCHOOL DISTRICT,32735-B COUNTY RT 29,PHILADELPHIA,NY,13673,"(44.1403, -75.7101)"
220401,JEFFERSON,GENERAL BROWN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,65,14.50%,99,22.10%,164,36.70%,DISTRICT TOTAL,SCHOOL DISTRICT,17643 CEMETERY RD,DEXTER,NY,13634,"(44.0135, -76.019)"
220401,JEFFERSON,GENERAL BROWN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,17,7.80%,41,18.90%,58,26.70%,ELEMENTARY,SCHOOL DISTRICT,17643 CEMETERY RD,DEXTER,NY,13634,"(44.0135, -76.019)"
220401,JEFFERSON,GENERAL BROWN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,39,17.30%,58,25.70%,97,42.90%,MIDDLE/HIGH,SCHOOL DISTRICT,17643 CEMETERY RD,DEXTER,NY,13634,"(44.0135, -76.019)"
220701,JEFFERSON,THOUSAND ISLANDS CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,63,24.60%,44,17.20%,107,41.80%,DISTRICT TOTAL,SCHOOL DISTRICT,8483 COUNTY RT 9,CLAYTON,NY,13624,"(44.191, -76.199)"
220701,JEFFERSON,THOUSAND ISLANDS CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,32,20.40%,24,15.30%,56,35.70%,ELEMENTARY,SCHOOL DISTRICT,8483 COUNTY RT 9,CLAYTON,NY,13624,"(44.191, -76.199)"
220701,JEFFERSON,THOUSAND ISLANDS CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,27,28.40%,20,21.10%,47,49.50%,MIDDLE/HIGH,SCHOOL DISTRICT,8483 COUNTY RT 9,CLAYTON,NY,13624,"(44.191, -76.199)"
220909,JEFFERSON,BELLEVILLE HENDERSON CENTRAL,CENTRAL NEW YORK,2010-2012,48,20.20%,52,21.80%,100,42%,DISTRICT TOTAL,SCHOOL DISTRICT,8372 COUNTY RT 75,BELLEVILLE,NY,13611,"(43.7877, -76.1348)"
220909,JEFFERSON,BELLEVILLE HENDERSON CENTRAL,CENTRAL NEW YORK,2010-2012,26,18.10%,32,22.20%,58,40.30%,ELEMENTARY,SCHOOL DISTRICT,8372 COUNTY RT 75,BELLEVILLE,NY,13611,"(43.7877, -76.1348)"
220909,JEFFERSON,BELLEVILLE HENDERSON CENTRAL,CENTRAL NEW YORK,2010-2012,22,23.40%,20,21.30%,42,44.70%,MIDDLE/HIGH,SCHOOL DISTRICT,8372 COUNTY RT 75,BELLEVILLE,NY,13611,"(43.7877, -76.1348)"
221001,JEFFERSON,SACKETS HARBOR CENTRAL SCHOOL - District,CENTRAL NEW YORK,2010-2012,14,13.70%,27,26.50%,41,40.20%,DISTRICT TOTAL,SCHOOL DISTRICT,215 S BROAD ST,SACKETS HARBOR,NY,13685,"(43.9442, -76.1217)"
221001,JEFFERSON,SACKETS HARBOR CENTRAL SCHOOL - District,CENTRAL NEW YORK,2010-2012,7,9.10%,22,28.60%,29,37.70%,ELEMENTARY,SCHOOL DISTRICT,215 S BROAD ST,SACKETS HARBOR,NY,13685,"(43.9442, -76.1217)"
221001,JEFFERSON,SACKETS HARBOR CENTRAL SCHOOL - District,CENTRAL NEW YORK,2010-2012,13,23.60%,16,29.10%,29,52.70%,MIDDLE/HIGH,SCHOOL DISTRICT,215 S BROAD ST,SACKETS HARBOR,NY,13685,"(43.9442, -76.1217)"
221301,JEFFERSON,LYME CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,22,15.90%,40,29%,62,44.90%,DISTRICT TOTAL,SCHOOL DISTRICT,11868 ACADEMY ST,CHAUMONT,NY,13622,"(44.0667, -76.1347)"
221301,JEFFERSON,LYME CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,8,9.60%,23,27.70%,31,37.30%,ELEMENTARY,SCHOOL DISTRICT,11868 ACADEMY ST,CHAUMONT,NY,13622,"(44.0667, -76.1347)"
221301,JEFFERSON,LYME CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,7,15.90%,17,38.60%,24,54.50%,MIDDLE/HIGH,SCHOOL DISTRICT,11868 ACADEMY ST,CHAUMONT,NY,13622,"(44.0667, -76.1347)"
221401,JEFFERSON,LA FARGEVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,39,27.10%,31,21.50%,70,48.60%,DISTRICT TOTAL,SCHOOL DISTRICT,20414 SUNRISE AVE,LA FARGEVILLE,NY,13656,"(44.1944, -75.966)"
221401,JEFFERSON,LA FARGEVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,22,26.50%,16,19.30%,38,45.80%,ELEMENTARY,SCHOOL DISTRICT,20414 SUNRISE AVE,LA FARGEVILLE,NY,13656,"(44.1944, -75.966)"
221401,JEFFERSON,LA FARGEVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,17,23.90%,15,21.10%,32,45.10%,MIDDLE/HIGH,SCHOOL DISTRICT,20414 SUNRISE AVE,LA FARGEVILLE,NY,13656,"(44.1944, -75.966)"
222000,JEFFERSON,WATERTOWN CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,229,18.50%,242,19.50%,471,38%,DISTRICT TOTAL,SCHOOL DISTRICT,1351 WASHINGTON ST,WATERTOWN,NY,13601,"(43.9569, -75.9144)"
222000,JEFFERSON,WATERTOWN CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,125,16.50%,125,16.50%,250,33%,ELEMENTARY,SCHOOL DISTRICT,1351 WASHINGTON ST,WATERTOWN,NY,13601,"(43.9569, -75.9144)"
222000,JEFFERSON,WATERTOWN CITY SCHOOLS,CENTRAL NEW YORK,2010-2012,104,21.60%,117,24.30%,221,45.90%,MIDDLE/HIGH,SCHOOL DISTRICT,1351 WASHINGTON ST,WATERTOWN,NY,13601,"(43.9569, -75.9144)"
222201,JEFFERSON,CARTHAGE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,173,18.90%,187,20.40%,360,39.30%,DISTRICT TOTAL,SCHOOL DISTRICT,25059 COUNTY RT 197,CARTHAGE,NY,13619,"(44.0323, -75.7191)"
222201,JEFFERSON,CARTHAGE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,73,13%,105,18.70%,178,31.70%,ELEMENTARY,SCHOOL DISTRICT,25059 COUNTY RT 197,CARTHAGE,NY,13619,"(44.0323, -75.7191)"
222201,JEFFERSON,CARTHAGE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,65,20.60%,82,26%,147,46.70%,MIDDLE/HIGH,SCHOOL DISTRICT,25059 COUNTY RT 197,CARTHAGE,NY,13619,"(44.0323, -75.7191)"
230201,LEWIS,COPENHAGEN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,34,26.60%,23,18%,57,44.50%,DISTRICT TOTAL,SCHOOL DISTRICT,3020 MECHANIC ST,COPENHAGEN,NY,13626,"(43.8454, -75.7143)"
230201,LEWIS,COPENHAGEN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,22,33.30%,7,10.60%,29,43.90%,ELEMENTARY,SCHOOL DISTRICT,3020 MECHANIC ST,COPENHAGEN,NY,13626,"(43.8454, -75.7143)"
230201,LEWIS,COPENHAGEN CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,8,17%,8,17%,16,34%,MIDDLE/HIGH,SCHOOL DISTRICT,3020 MECHANIC ST,COPENHAGEN,NY,13626,"(43.8454, -75.7143)"
230301,LEWIS,HARRISVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,46,26.60%,32,18.50%,78,45.10%,DISTRICT TOTAL,SCHOOL DISTRICT,14371 PIRATE LN,HARRISVILLE,NY,13648,"(44.1025, -75.2963)"
230301,LEWIS,HARRISVILLE CENTRAL SCHOOL,CENTRAL NEW YORK,2010-2012,31,27.20%,19,16.70%,50,43.90%,ELEMENTARY,SCHOOL DISTRICT,14371 PIRATE LN,HARRISVILLE,NY,13648,"(44.1025, -75.2963)"
